pdf_page,display_page,text_lines,n_words,text_extent_pct,density_pct,n_tables_on_page,n_table_rows_est,n_figures_on_page,top_text_line,status
703,629,88,230,94,18,0,0,0,Q13,ok
704,630,23,236,71,26,0,0,0,Q26,ok
705,631,118,207,95,18,1,0,0,Table 3.207. Analysis Methods Applied across the three data streams. Check marks,ok
706,632,72,204,92,20,1,0,0,Monte Carlo,ok
707,633,17,145,48,13,0,0,0,𝑓 2 effect size,ok
708,634,58,145,92,16,1,0,0,Table 3.209. Monte Carlo use-case map. Each row names one use; column 2 marks,ok
709,635,69,232,85,21,1,0,0,TODO / status map — Primary / Secondary / Hybrid. Per-stream task status.,ok
710,636,33,195,73,22,1,0,0,Chapter-summary matrix — Primary / Secondary / Hybrid. One-line summary per,ok
711,637,13,106,40,14,0,0,0,Primary Data Instruments,ok
712,638,27,270,94,34,0,0,0,B2C and B2B Questionnaire Specification — Assessment-Instrument,ok
713,639,18,263,93,31,0,0,0,"B2C estimated total: 46–64 items, ~18–25 min administration, chatbot-assisted sk",ok
714,640,5,91,21,9,0,0,0,B2C / B2B questionnaire × assessment-instrument crosswalk. This table lists each,sparse
715,641,116,184,86,22,1,0,0,Table 3.212. B2C and B2B Questionnaire × Clinical Assessment Instrument,ok
716,642,139,215,93,24,0,0,0,ADOS-2 (Autism,ok
717,643,74,243,83,26,0,0,0,Records Check,ok
718,644,28,203,69,19,2,0,0,Questionnaire Scale Design.,ok
719,645,51,249,96,28,2,0,0,Secondary Data Instruments,ok
720,646,18,216,56,24,0,0,0,"IoT device and sensor specifications are in the Supplementary Volume (Chapter 3,",ok
721,647,1,10,2,1,0,0,0,Table 3.215 secondary eeg data: research gap to decision chain.,almost_empty
722,648,134,220,86,23,1,0,0,Secondary EEG Data — acquisition.,ok
723,649,150,216,92,22,0,0,0,No EEG–,ok
724,650,52,254,97,29,1,0,0,Note. SHAP = SHapley Additive exPlanations; XAI = Explainable AI; ASD = Autism S,ok
725,651,12,114,37,13,0,0,0,"Full details are provided in Appendix C, Section 3.336.",ok
726,652,55,165,73,17,1,0,0,EEG End.,ok
727,653,37,161,77,19,1,0,0,KPI Framework,ok
728,654,6,59,19,7,0,0,0,Study Location and Scope,sparse
729,655,24,349,93,36,0,0,0,Data Strategy — Existing Reference Data and New Data Search,ok
730,656,26,314,96,35,0,0,0,pended. Original primary collection was conducted under separate prior IRB appro,ok
731,657,20,316,96,36,0,0,0,Saudi Arabia. This is the framework’s retrospective benchmark; it is not an Indi,ok
732,658,25,339,95,39,0,0,0,or ASD-confirmed children aged 3–18 years; (ii) caregiver consent under DPDP (Di,ok
733,659,17,246,71,27,0,0,0,"Update protocol for this subsection. As new partner sites are confirmed, new pae",ok
734,660,97,240,88,25,1,0,0,Table 3.219. Qualitative and Quantitative Data Needs by Stage and Audience.,ok
735,661,94,217,79,21,0,0,0,2. Contin-,ok
736,662,55,293,92,33,0,0,0,4.,ok
737,663,4,56,14,7,0,0,0,layers) addresses caregiver and patient queries in plain language. The query sur,sparse
738,664,86,230,93,22,1,0,0,Table 3.220. Conversational AI Query Surface — Patient and Caregiver Queries,ok
739,665,23,174,56,19,0,0,0,“How do I know the AI is,ok
740,666,67,280,91,28,1,0,0,Table 3.221. Generative AI Report Types by Stakeholder. For each stakeholder gro,ok
741,667,10,130,36,14,0,0,0,Note. All generative-AI report production is RAG-grounded: every claim in a gene,ok
742,668,55,222,80,21,1,0,0,"Table 3.222. Decision AI Decisions, Reasoning Basis, and HITL Routing. Each",ok
743,669,59,244,92,24,0,0,0,Audit-row,ok
744,670,8,97,30,12,0,0,0,"(Section 5.74) as conceptual HITL-gated capability, not deployed autonomous rout",ok
745,671,76,238,90,25,1,0,0,Table 3.223. Comparison AI — AS-IS vs TO-BE Validation Report. One row per,ok
746,672,72,229,91,25,1,0,0,Fairness across,ok
747,673,69,197,87,21,0,0,0,CDSCO (Central,ok
748,674,7,95,21,9,0,0,0,"Part 10 — Ethical AI: Components with IPO, Process, and Standards. This table",sparse
749,675,85,219,89,22,1,0,0,"Table 3.225. Ethical AI Components — Input, Process, Output, Standards Met. Each",ok
750,676,45,191,64,21,0,0,0,Overtrust,ok
751,677,87,214,88,26,1,0,0,Table 3.226. Governance AI KPIs Implemented. KPIs grouped by perspective (B2C,ok
752,678,20,146,47,15,0,0,0,Compliance,ok
753,679,94,261,92,24,1,0,0,Table 3.227. Trust AI — IPO (Input/Process/Output) by Audience (B2B and B2C),ok
754,680,58,249,89,27,0,0,0,Audit trans- Per-decision au- Immutable Postgres + Audit-trail,ok
755,681,96,211,87,22,1,0,0,Remaining Ai Capability Dimensions B2B.,ok
756,682,124,222,88,24,0,0,0,PerformanceThroughput,ok
757,683,128,234,82,25,0,0,0,Risk AI,ok
758,684,144,264,93,28,0,0,0,Analytical,ok
759,685,89,169,70,19,0,0,0,Consensus,ok
760,686,115,188,73,21,0,0,0,PII +,ok
761,687,159,258,93,28,0,0,0,Feedback,ok
762,688,110,193,84,19,0,0,0,TroubleshootFailure-mode,ok
763,689,104,187,70,19,0,0,0,Threshold,ok
764,690,124,248,87,26,0,0,0,Scoring AI Composite scoring Caregiver-,ok
765,691,84,243,96,27,1,0,0,Note. RGAIG = Responsible Generative AI Governance; PLS-SEM = Partial Least Squa,ok
766,692,53,193,71,22,0,0,0,Reporting,ok
767,693,22,289,94,33,0,0,0,• HL7 FHIR R4 / R5 (interoperability) — structured clinical document output; res,ok
768,694,26,316,97,36,0,0,0,at all; TO-BE: caregiver gets a confidence-band-qualified explanation grounded i,ok
769,695,18,187,61,21,0,0,0,(Findings) + Chapter 5.1 (Discussion). Each dimension threads through the disser,ok
770,696,44,186,50,14,0,0,1,INPUT,ok
771,697,22,251,79,25,0,0,0,Pilot Study Design,ok
772,698,35,292,95,30,1,0,0,Part B — Empirical Evaluation (B2C Quantitative),ok
773,699,24,286,91,34,0,0,0,"RMF, EU AI Act, ISO 42001, HIPAA, GDPR, OWASP LLM Top 10) — are presented as con",ok
774,700,37,267,95,29,1,0,0,Table 3.231 specifies part B: Input–Process–Output–Boundary Specification.,ok
775,701,1,11,2,1,0,0,0,Table 3.232 classifies part B: Bootstrap Resampling Strategy for EEG Classificat,almost_empty
776,702,63,322,96,29,1,0,0,Part B pipeline summary.,ok
777,703,27,76,32,7,0,0,1,1. EEG,ok
778,704,24,286,95,36,0,0,0,Pipeline 1: Secondary Data,ok
779,705,14,140,45,17,0,0,0,4. Explainability layer. SHAP and related attribution methods.,ok
780,706,34,273,86,28,1,0,0,Part A — B2C Caregiver Evaluation Methodology,ok
781,707,77,179,81,17,0,0,1,1,ok
782,708,38,306,95,30,1,0,0,Table 3.234 specifies part A: Input–Process–Output–Boundary Specification.,ok
783,709,22,280,95,35,0,0,0,dimensions: stakeholder context (B2B hospital vs. B2C consumer) and service stag,ok
784,710,16,153,56,18,0,0,0,Sample primary data (B2C). A parent/caregiver rates 20 items covering understand,ok
785,711,61,298,92,25,1,0,0,Table 3.235 presents part A: Bootstrap Resampling Strategy for Survey Data.,ok
786,712,32,121,55,12,0,0,1,uses fixed seed (42) for reproducibility. CI = confidence interval; SEM = struct,ok
787,713,18,192,69,23,0,0,0,Pipeline 2: Primary Data,ok
788,714,47,110,48,12,1,0,0,Primary-Data Hypothesis and.,ok
789,715,22,263,93,31,0,0,0,B2C Methodology: Limitations and Future Scope,ok
790,716,8,94,25,11,0,0,0,"• Recruit two pilot sites per market (one urban, one rural/regional) to test the",sparse
791,717,23,238,80,27,0,0,0,Part C — B2B Clinical Evaluation Methodology,ok
792,718,38,251,89,25,1,0,0,Table 3.237 outlines part C: B2B Hospital Qualitative Analysis — Clinician Surve,ok
793,719,28,87,35,8,0,0,1,B2B Clinical Workflow: Human-in-the-Loop. This diagram shows where AI,ok
794,720,36,314,92,31,1,0,0,Table 3.238 outlines part C: SMART and RGAIG Framework Alignment.,ok
795,721,1,7,2,1,0,0,0,Table 3.239 specifies part C: Input–Process–Output–Boundary Specification.,almost_empty
796,722,40,270,88,29,1,0,0,Part C clinician oversight tasks.,ok
797,723,24,267,81,32,0,0,0,Note. SHAP = SHapley Additive exPlanations; RAG = Retrieval-Augmented Generation,ok
798,724,1,12,2,2,0,0,0,Table 3.240 assesses part C: Bootstrap Resampling Strategy for B2B Integrated As,almost_empty
799,725,56,287,96,27,1,0,0,Part C clinician summary tasks.,ok
800,726,31,131,58,13,0,0,1,Part C Integration Flowchart. Figure 3.41 illustrates how Part A (B2C Primary) a,ok
801,727,16,154,51,19,0,0,0,Mixed Research Design,ok
802,728,78,186,76,16,0,0,2,Qualitative Stream,ok
803,729,65,244,95,28,3,0,0,Research Variables,ok
804,730,10,111,36,11,0,0,0,Key distinction (Pipeline 1 vs Pipeline 2).,ok
805,731,29,303,91,32,0,0,0,Mixed Methods Integration,ok
806,732,38,212,72,22,1,0,0,Table 3.242. Embedded Mixed Methods Design Strands,ok
807,733,42,208,81,23,1,0,0,Triangulation Strategy,ok
808,734,28,280,95,31,0,0,0,Integrated Methodology,ok
809,735,12,130,38,13,0,0,0,inference. This step assessed whether the framework was not only technically eff,ok
810,736,37,251,89,30,1,0,0,Table 3.244 chapter 3 methodology approach: structured subsection logic.,ok
811,737,30,280,88,30,0,0,0,"Governance,",ok
812,738,29,148,59,14,0,0,1,Phase 1,ok
813,739,72,215,60,16,0,0,1,RESEARCH,ok
814,740,16,123,54,13,0,0,0,Data Sources and Sampling,ok
815,741,62,290,95,30,1,0,0,Sampling Strategy,ok
816,742,9,118,52,14,0,0,0,Dataset Descriptions,ok
817,743,18,201,59,20,0,0,0,Signal Standardization Protocol (Reference: Appendix C),ok
818,744,59,267,88,28,1,0,0,Feature Engineering,ok
819,745,35,174,68,16,1,0,0,Table 3.247. Data Quality Assurance Matrix,ok
820,746,36,159,77,22,0,0,1,1. Data Acquisition,ok
821,747,34,132,75,13,0,0,1,High/Critical,ok
822,748,10,87,34,8,0,0,0,Integration Strategy,ok
823,749,70,289,93,23,1,0,0,"Integrated SEM Path. This table lists each path (iv → dv) across hypothesis, par",ok
824,750,25,95,56,9,0,0,1,SEM Path Model with Hypothesised Relationships.,ok
825,751,14,200,48,21,0,0,0,Scenario Perturbation Analysis (Parametric Bootstrap Extension),ok
826,752,46,190,77,13,1,0,0,Monte Carlo Simulation.,ok
827,753,61,180,72,17,1,0,0,Validation Stack,ok
828,754,52,198,82,21,1,0,1,Seven-Layer Validation Stack. This diagram shows how validation methods build,ok
829,755,65,185,84,18,1,0,0,Hypothesis-Test Alignment,ok
830,756,57,179,75,19,2,0,0,"Table 3.253 maps hypothesis Mapping: Objective Links, Variables, Analysis, and E",ok
831,757,36,99,64,10,0,0,1,Compare Models,ok
832,758,48,221,81,22,0,0,1,Fold 1,ok
833,759,99,211,95,21,1,0,1,Phase 0,ok
834,760,38,249,68,21,0,0,0,8,ok
835,761,81,190,82,22,1,0,0,"Table 3.255. Consolidated Analytical Methods: Technique, Purpose, and Hypothesis",ok
836,762,55,236,69,21,1,0,0,Training Configuration,ok
837,763,53,290,91,26,1,0,0,Ablation Study Design,ok
838,764,58,253,73,21,1,0,0,Evaluation Metrics,ok
839,765,65,362,82,28,1,0,0,"Table 3.259. Evaluation Metrics Summary: Definitions, Formulas, and Clinical",ok
840,766,31,340,89,26,0,0,0,RAG-Enhanced Explainability,ok
841,767,34,123,67,12,1,0,0,Bias and Validity Considerations,ok
842,768,57,168,50,19,1,0,0,Table 3.261. Validity and Reliability Framework,ok
843,769,32,207,57,18,0,0,1,VALIDITY,ok
844,770,46,254,86,22,1,0,0,Table 3.262. Predefined Reliability and Significance Thresholds,ok
845,771,39,255,81,21,1,0,0,Qualitative Trustworthiness Criteria,ok
846,772,21,299,56,21,0,0,0,Monte Carlo and Resampling-Based Robustness Analysis,ok
847,773,81,182,79,17,1,0,0,Monte Carlo Stability.,ok
848,774,33,118,55,12,1,0,0,Table 3.265 presents monte Carlo Applicability Across Data Strands.,ok
849,775,90,243,92,22,1,0,0,Top-20 Priority Technique Stack.,ok
850,776,29,108,37,10,0,0,0,17,ok
851,777,55,157,80,18,1,0,0,"Table 3.267. Technique Landscape: Categories, Methods, and Value",ok
852,778,1,8,2,1,0,0,0,Table 3.268 presents technique Placement Across Thesis Chapters.,almost_empty
853,779,94,205,92,23,1,0,0,Technique Placement Across Thesis.,ok
854,780,101,206,94,19,1,0,0,NPS,ok
855,781,21,203,67,14,0,0,0,"Part D: the following sections address ethical considerations, governance, and r",ok
856,782,65,278,82,25,1,0,0,Table 3.270. Ethical Considerations and Mitigation Actions,ok
857,783,50,200,49,19,1,0,0,Table 3.271. Data Protection and Privacy Framework: Mechanisms by Pipeline Stage,ok
858,784,84,272,59,10,0,0,1,Why It Matters,ok
859,785,27,348,69,26,0,0,0,"Governance, Security, and Human-in-the-Loop Design",ok
860,786,56,266,63,26,1,0,0,"Table 3.272. Security Architecture Specification: Encryption, Authentication, an",ok
861,787,3,34,9,3,0,0,0,Trust Quantification Design,almost_empty
862,788,83,276,96,24,1,0,0,"Table 3.273. Trust Quantification Protocol: Uncertainty Methods, Thresholds, and",ok
863,789,54,235,64,24,1,0,0,Responsible AI Practices.,ok
864,790,36,128,61,11,0,0,1,"Impact (1 = negligible, 8 = severe)",ok
865,791,97,244,77,28,1,0,0,Methodological Trade-offs,ok
866,792,93,227,91,24,1,0,0,Table 3.276. Research Design Assumptions with Risk Assessment,ok
867,793,4,44,9,3,0,0,0,AI Evaluation Risk Register,sparse
868,794,71,253,93,22,1,0,0,Table 3.277. AI Evaluation Risk Register: ISO 31000 Aligned Mitigation Plan. Eac,ok
869,795,32,140,46,16,0,0,0,AID-9 Over-reliance /,ok
870,796,31,129,52,12,3,0,0,Evidence Chain,ok
871,797,2,23,7,2,0,0,0,Null Hypotheses and Falsifiability Conditions,almost_empty
872,798,56,243,93,20,1,0,0,Table 3.279. Null Hypotheses and Decision Rules,ok
873,799,54,237,82,24,1,0,0,Competing Hypotheses,ok
874,800,25,268,66,21,0,0,0,System Architecture and Flow Diagrams,ok
875,801,45,283,84,25,1,0,0,Enterprise AI Pipeline Taxonomy (Appendix C),ok
876,802,12,108,51,9,0,0,1,RGAIG Governance Framework. This diagram shows the five governance layers,figure_heavy
877,803,37,265,75,24,1,0,0,Part D.,ok
878,804,26,276,62,19,0,0,0,Methodological Design Summary,ok
879,805,22,240,69,24,0,0,0,Chapter 3 Recap,ok
880,806,16,146,54,15,0,0,0,Supplementary Material,ok
881,807,32,304,93,28,1,0,0,Methodological Defensibility Addendum,ok
882,808,29,211,74,23,1,0,0,Logic Model: Inputs → Activities → Outputs → Outcomes → Impact,ok
883,809,24,161,54,16,1,0,0,Patient and Public Involvement (PPI),ok
884,810,31,392,93,36,0,0,0,"Supplementary Controls Pack — Privacy, Security Quality, Bias Testing,",ok
885,811,33,222,79,22,1,0,0,Acceptance gates roll up to Chapter 5 RGAIG framework. The pre-registered gates ,ok
886,812,18,239,69,23,0,0,0,Addendum Synthesis,ok
887,813,165,431,96,40,1,0,0,"This table lists each e2e artefact / step across what it covers, primary data (p",ok
888,814,38,93,35,9,0,0,1,Step 1,ok
889,815,101,312,86,28,1,0,1,S1,ok
890,816,61,303,79,31,1,0,0,Trust Mechanism Cards,ok
891,817,18,172,66,18,0,0,0,Techniques & Frameworks — Catalogue,ok
892,818,80,266,78,32,1,0,0,"This table lists each category across technique / framework, purpose, and sectio",ok
893,819,118,321,94,32,1,0,0,"This table lists each class across kpi, dir., phase-1, and 1 more dimension, so ",ok
894,820,99,371,95,37,1,0,0,"This table lists each framework across obligation, control implemented, and evid",ok
895,821,58,381,93,33,1,0,0,How This Has Been Achieved — Verdict,ok
896,822,19,198,61,21,0,0,0,Chapter Summary,ok
897,823,30,175,66,20,1,0,0,The table below presents the chapter 3: Key Sections Covered.,ok
898,824,3,41,11,4,0,0,0,Methodological Decision Summary,almost_empty
899,825,48,280,89,27,1,0,0,Table 3.295. Methodological Decision Summary. The ten methodological decisions,ok
900,826,28,234,72,24,0,0,0,"Expert panel (𝑛 = 12, Krippendorff’s 𝛼 ≥ 0.80 threshold pre-set; purposive §Vali",ok
901,827,53,245,96,27,1,0,0,Methodological Contribution,ok
902,828,4,38,11,4,0,0,0,Distinction Table: Validation Matrix,sparse
903,829,64,179,92,17,1,0,0,Table 3.297. Validation Matrix: validity type → specific procedure → acceptance,ok
904,830,29,159,76,18,2,0,0,Note. All ten validation procedures were applied prior to interpretation of find,ok
905,831,24,88,55,10,2,0,0,Executive Table: Research Philosophy,ok
906,832,30,102,65,12,2,0,0,Executive Table: Construct Summary,ok
907,833,27,116,62,14,2,0,0,Executive Table: Triangulation Matrix,ok
908,834,31,218,82,24,1,0,0,Chapter 3 DBA Template Compliance Additions,ok
909,835,32,235,83,24,1,0,0,Sampling Strategy — Template Compliance Summary,ok
910,836,28,191,71,18,1,0,0,Common Method Bias (CMB) Controls,ok
911,837,24,177,70,20,1,0,0,PLS-SEM Justification,ok
912,838,17,100,39,11,1,0,0,Table 3.310. Triangulation strategy — three evidence streams and convergence rul,ok
913,839,14,74,86,10,0,0,2,Chapter 3 master methodology diagram,figure_heavy
914,840,22,275,95,27,0,0,1,Hybrid validation across primary and secondary evidence,ok
915,841,20,173,96,18,0,0,2,Measurement model — constructs to survey items,ok
916,842,11,99,57,12,0,0,1,Ethics framework — five protective layers,figure_heavy
917,,0,0,0,0,0,0,0,(empty),empty
918,,3,9,15,5,0,0,0,Appendix C,almost_empty
919,845,15,162,66,19,0,0,0,Appendix: Chapter 3 — Research Methods,ok
920,846,29,162,80,19,0,0,1,"S1. Redundant EEG Signal Processing Pipeline (fig:eeg_signal_pipeline,",ok
921,847,9,90,35,10,0,0,0,EEG Signal Processing Pipeline,ok
922,848,36,167,50,14,0,0,1,Raw EEG,ok
923,849,35,165,59,15,1,0,0,"Table 3.311. EEG Filtering Parameters: Type, Specifications, and Neurophysiologi",ok
924,850,23,187,78,19,1,0,0,The table below presents the appendix C Roadmap: Contents and Purpose.,ok
925,851,13,111,58,12,1,0,0,Comprehensive EEG Feature Extraction Taxonomy,ok
926,852,2,13,5,2,0,0,0,Table 3.313 categorises comprehensive EEG Feature Extraction Categories: Methods,almost_empty
927,853,52,213,89,23,1,0,0,EEG Feature Extraction.,ok
928,854,12,130,47,12,0,0,0,Archived Wearable Extension Note,ok
929,855,47,199,78,21,1,0,1,LOW RISK (2 risks),ok
930,856,53,181,91,17,1,0,0,NeuroMCP Tool Registry.,ok
931,857,58,268,94,25,1,0,0,PII Protection and Security Architecture,ok
932,858,4,33,13,3,0,0,0,13-Phase ASD GenAI QA Framework overview table,sparse
933,859,93,232,90,22,1,0,0,Table 3.316. Thirteen-Phase ASD GenAI Quality Assurance Framework,ok
934,860,26,179,52,18,0,0,0,12,ok
935,861,77,219,85,25,1,0,0,Table 3.317. Eight-Phase DL Analysis Framework Overview (111 Modules),ok
936,862,28,138,53,16,0,0,0,7,ok
937,863,73,300,94,29,1,0,0,"This table lists each row across pillar, mod., core question and key analyses, a",ok
938,864,66,242,89,28,0,0,0,6,ok
939,865,2,18,6,2,0,0,0,Responsible AI Governance Summary table,almost_empty
940,866,65,254,92,26,1,0,0,"This table lists each governance pillar across requirement, implementation in th",ok
941,867,35,162,61,18,0,0,0,Reproducibility,ok
942,868,11,136,42,14,0,0,0,EEG Processing Defensibility Pack,ok
943,869,26,134,62,13,1,0,0,Table 3.320 explains why each clinical domain in the empirical evaluation was se,ok
944,870,21,123,64,11,0,0,1,1. EEG Data,ok
945,871,31,194,71,20,1,0,0,Table 3.321 summarises operational eeg workflow mapped to governance role for ap,ok
946,872,34,197,71,19,1,0,0,Table 3.322 summarises why existing eeg ai systems fail to achieve clinical adop,ok
947,873,28,168,63,19,1,0,0,Table 3.323 summarises research construct mapped to technical support for append,ok
948,874,19,206,64,22,0,0,0,Primary vs. Secondary Metrics,ok
949,875,55,210,70,13,0,0,1,Why It Matters,ok
950,876,64,279,74,15,0,0,1,Why It Matters,ok
951,877,56,187,49,9,0,0,1,PHASE 3 — FEATURE EXTRACTION,ok
952,878,59,196,66,12,0,0,1,PHASE 4 — FEATURE SELECTION & DIMENSIONALITY REDUCTION,ok
953,879,72,356,80,21,0,0,1,Why It Matters,ok
954,880,67,242,94,21,0,0,1,Signal Acquisition,ok
955,881,92,189,88,13,0,0,1,Data Preparation,ok
956,882,133,348,94,22,1,0,1,Data Capture & Prediction (Steps 1–8),ok
957,883,44,142,59,15,0,0,0,Stage Stage Name,ok
958,884,99,165,89,18,1,0,0,Chapter Planning and Alignment Tables,ok
959,885,120,179,93,17,1,0,0,5,ok
960,886,61,74,38,7,0,0,0,4,ok
961,887,20,101,33,9,1,0,0,Table 3.327 summarises chapter-Wise Decision Role Summary (Appendix Version).,ok
962,888,18,51,14,5,0,0,1,Chapter 1,sparse
963,889,116,169,91,20,1,0,0,Thesis Alignment and Readiness Assessment,ok
964,890,83,149,93,15,1,0,0,Bound B2C as,ok
965,891,62,150,82,15,1,0,0,Ch. 5,ok
966,892,14,26,19,3,0,0,0,Table 3.330 continued,sparse
967,893,52,130,57,13,1,0,0,"Table 3.331 documents adopt, Pilot, or Defer Readiness Matrix.",ok
968,894,17,91,48,9,1,0,0,Table 3.332 documents domain-Sensitive Evaluation Decision Matrix.,ok
969,895,1,3,1,0,0,0,0,Master Logic Chain,almost_empty
970,896,122,222,89,24,1,0,0,Table 3.333 presents master Research Logic: Gap to Decision Chain.,ok
971,897,76,139,55,15,0,0,0,Primary-data,ok
972,898,1,3,1,0,0,0,0,ASD Questionnaire Blueprint,almost_empty
973,899,70,164,94,14,1,0,0,"Table 3.334 presents the ASD Parent Questionnaire Blueprint, specifying responde",ok
974,900,1,4,1,1,0,0,0,PD Questionnaire Blueprint (Comparator),almost_empty
975,901,62,153,90,16,1,0,0,Table 3.335 presents the Parkinson’s Disease (PD) Patient Questionnaire Blueprin,ok
976,902,50,169,90,16,1,0,0,Note. Comparator instrument; not administered in this dissertation. Motor and no,ok
977,903,2,12,6,1,0,0,0,EEG 40-Step Pipeline,almost_empty
978,904,106,267,91,27,1,0,0,Table 3.337. Complete End-to-End EEG Pipeline: 40-Step Methodology,ok
979,905,96,236,94,27,0,0,0,19 Class,ok
980,906,51,163,82,18,1,0,0,"39 ROI/workflow Time-motion, throughput,",ok
981,907,30,90,53,11,1,0,0,EEG Feature Types,ok
982,908,38,100,62,11,1,0,0,EEG Modelling Strategies,ok
983,909,31,88,53,10,1,0,0,EEG System Integration,ok
984,910,2,11,6,2,0,0,0,Questionnaire Variable Mapping,almost_empty
985,911,89,134,90,15,1,0,0,Table 3.342. Primary-Data Instrument: Questionnaire Variable Mapping,ok
986,912,37,131,64,12,1,0,0,Note. ASD = Autism Spectrum Disorder. See chapter prose for full context.,ok
987,913,44,150,82,14,0,0,2,Acquire EEG,ok
988,914,41,85,56,8,0,0,1,C4 Container Architecture,ok
989,915,83,195,92,23,1,0,0,Table 3.344. End-to-End System Architecture: 15-Layer Pipeline from Intake to,ok
990,916,27,85,37,10,0,0,0,13 Safety,ok
991,917,33,182,69,18,1,0,0,Table 3.345. North America B2B Hospital Architecture: Stages and Requirements,ok
992,918,1,4,1,1,0,0,0,Thesis Objective Alignment Detail,almost_empty
993,919,123,179,89,20,1,0,0,Table 3.346 presents thesis Objective Alignment Across Chapters.,ok
994,920,67,147,71,15,1,0,0,Produce evidence-,ok
995,921,57,164,69,17,1,0,0,Chapter SWOT Action Plan,ok
996,922,104,163,83,18,1,0,0,Chapter Structure (APA),ok
997,923,17,75,32,7,0,0,1,Five-Chapter Logic Diagram,figure_heavy
998,924,80,183,90,15,1,0,0,"Table 3.350. Detailed Chapter-Wise SMART, Evidence, Reliability, and Decision",ok
999,925,44,228,75,19,1,0,1,Chapter Decision Role Summary,ok
1000,926,5,45,15,4,0,0,0,C-S1. Signal Standardization Protocol,sparse
1001,927,77,208,91,19,1,0,0,Table 3.352. EEG Preprocessing Parameter and Reproducibility Summary. Singlepage,ok
1002,928,26,209,64,19,0,0,0,11.,ok
1003,929,23,238,57,19,0,0,0,C-S5. GenAI Output Evaluation Framework,ok
1004,930,103,329,86,25,0,0,2,1. Input,ok
1005,931,26,335,61,27,0,0,0,C-S4. End-to-End IoT EEG Architecture and Deployment,ok
1006,932,2,21,5,2,0,0,0,Table 3.353 lists the North America compliance checklist mapping each privacy / ,almost_empty
1007,933,67,211,93,23,1,0,0,North America Compliance Checklist.,ok
1008,934,17,195,52,15,1,0,0,Note. HIPAA = Health Insurance Portability and Accountability Act; CDS = Clinica,ok
1009,935,76,268,93,25,1,0,0,Table 3.354. Reference and Governance Integration: full per-framework breakdown,ok
1010,936,19,238,50,16,1,0,0,Trust,ok
1011,937,20,233,55,17,0,0,0,"The table below presents the clinician Survey Instrument (B2B): AI Trust, Adopti",ok
1012,938,97,410,91,36,1,0,0,"Table 3.355. Clinician Survey Instrument (B2B): AI Trust, Adoption, and Governan",ok
1013,939,70,363,75,31,1,0,0,"Table 3.356. Consumer Survey Instrument (B2C): Usability, Trust, and Decision",ok
1014,940,72,305,82,32,1,0,0,Table 3.357. Expert Validation Survey: RGAIG Framework Evaluation,ok
1015,941,79,291,81,30,1,0,0,Table 3.358. ASD Clinical Assessment Form: Structured Data Capture,ok
1016,942,80,297,86,33,1,0,0,Table 3.359. Epilepsy Clinical Assessment Form: Structured Data Capture,ok
1017,943,33,138,53,14,1,0,0,Table 3.360. RGAIG Framework Layer to Pipeline Mapping,ok
1018,944,63,293,82,28,2,0,0,Table 3.361. Operational Risk of Missing Pipeline Categories,ok
1019,945,42,217,94,24,2,0,0,Table 3.362. Part B SMART/RGAIG Framework Alignment: full per-row breakdown.,ok
1020,946,8,109,25,8,2,0,0,Note. Seventeen rows aggregated into four chapter-level framework-lens summaries,sparse
1021,947,6,67,18,6,0,0,0,"Table 3.363 below presents Part A SMART/RGAIG Alignment: Full Per-Row Breakdown,",sparse
1022,948,41,237,88,23,3,0,0,Table 3.363. Part A SMART/RGAIG Framework Alignment: full per-row breakdown.,ok
1023,949,9,118,29,10,1,0,0,C-S12. Part C SMART/RGAIG Alignment — Full Per-Row Breakdown,sparse
1024,950,43,252,87,23,3,0,0,Table 3.364. Part C SMART/RGAIG Framework Alignment: full per-row breakdown.,ok
1025,951,5,54,16,5,1,0,0,C-S13. Master Bootstrap Resampling Protocol — Full Per-Parameter,sparse
1026,952,6,67,18,7,0,0,0,Table 3.365 below presents Master Bootstrap Resampling Protocol: Full Per-Parame,sparse
1027,953,48,274,91,25,3,0,0,Table 3.365. Master Bootstrap Resampling Protocol: full per-parameter breakdown.,ok
1028,954,36,267,78,20,1,0,0,"Purpose. This appendix is provided to support transparency, traceability, reprod",ok
1029,955,39,191,86,20,1,0,0,Table 3.367. Data Use Certificate: KAU ASD-EEG,ok
1030,956,25,258,63,17,0,0,0,Consolidated Ethical Compliance Statement,ok
1031,,0,0,0,0,0,0,0,(empty),empty
1032,,3,8,12,3,0,0,0,Chapter 4,almost_empty
1033,959,26,187,71,16,1,0,0,"Framework Evaluation, Findings, and Analysis",ok
1034,960,33,98,31,8,0,0,0,Chapter 4 — GGU DBA Examiner Compliance,ok
1035,961,41,231,76,18,0,0,0,Must Have (Part A: grouped by data,ok
1036,962,40,240,89,26,1,0,0,The table below presents the chapter 4 Roadmap: Sections and Purpose.,ok
1037,963,64,229,82,22,0,0,2,1. Thematic,ok
1038,964,24,91,28,8,0,0,1,1. Data Screening,sparse
1039,965,20,270,92,33,0,0,0,Chapter 4 Defensibility Pack,ok
1040,966,1,5,2,1,0,0,0,Table 4.3 hypothesis verdict summary.,almost_empty
1041,967,59,236,96,22,2,0,0,Hypothesis Verdict Summary.,ok
1042,968,60,188,69,17,1,0,0,bootstrap CI excludes zero. All six hypotheses meet or partially meet their pre-,ok
